Stock Name,NSE Symbol
PDS LIMITED,PDSL
INTELLECT DESIGN ARENA LIMITED,INTELLECT
Monte Carlo Fashions Limited,MONTECARLO
MAGELLANIC CLOUD LIMITED,MCLOUD
Dhunseri Tea & Industries Ltd,DTIL
VINTAGE COFFEE AND BEVERAGES LIMITED,VINCOFE
GENUS PAPER & BOARDS LIMITED,GENUSPAPER
Minda Corporation Limited,MINDACORP
Greenlam Industries Ltd,GREENLAM
PTC Industries Ltd.,PTCIL
Ortel Communications Limited,ORTEL
AGI Infra Limited,AGIIL
Manaksia Steels Limited,MANAKSTEEL
Manaksia Aluminium Company Ltd,MANAKALUCO
Manaksia Coated Metals & Industries Ltd,MANAKCOAT
IMAGICAAWORLD ENTERTAINMENT LIMITED,IMAGICAA
Inox Wind Limited,INOXWIND
VRL Logistics Limited,VRLLOG
MEP Infrastructure Developers Limited,MEP
UFO Moviez India Limited,UFO
Shivalik Rasayan Ltd.,SHIVALIK
PNC Infratech Limited,PNCINFRA
Authum Investment & Infrastructure Limited,AIIL
SATIA INDUSTRIES LIMITED,SATIA
Sportking India Ltd.,SPORTKING
Balkrishna Paper Mills Ltd,BALKRISHNA
Shyam Century Ferrous Limited,SHYAMCENT
Adani Energy Solutions Limited,ADANIENSOL
Syngene International Limited,SYNGENE
Kaya Limited,KAYA
ORTIN GLOBAL LIMITED,ORTINGLOBE
 Aurum PropTech Limited,AURUM
Oswal Greentech Limited,OSWALGREEN
Arvind SmartSpaces Limited,ARVSMART
Power Mech Projects Limited,POWERMECH
Rama Steel Tubes Limited,RAMASTEEL
VETO SWITCHGEARS AND CABLES LIMITED,VETO
Navkar Corporation Limited,NAVKARCORP
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK
Gujarat Gas Limited,GUJGASLTD
Sadbhav Infrastructure Project Limited,SADBHIN
Pritika Auto Industries Limited,PRITIKAUTO
MALLCOM (INDIA) LTD.,MALLCOM
SATIN CREDITCARE NETWORK LIMITED,SATIN
Generic Engineering Construction and Projects Limited,GENCON
IDFC FIRST BANK LIMITED,IDFCFIRSTB
InterGlobe Aviation Limited,INDIGO
S H Kelkar and Company Limited,SHK
Alkem Laboratories Limited,ALKEM
Dr. Lal Pathlabs Limited,LALPATHLAB
Creative Castings Limited,CREATIVE
LUX Industries Limited,LUXIND
Narayana Hrudayalaya Limited,NH
Precision Camshafts Limited,PRECAM
TeamLease Services Limited,TEAMLEASE
BEST AGROLIFE LIMITED,BESTAGRO
Quick Heal Technologies Limited,QUICKHEAL
K.P. Energy Limited,KPEL
Gokul Agro Resources Ltd,GOKULAGRO
Simbhaoli Sugars Ltd,SIMBHALS
Pudumjee Paper Products Limited,PDMJEPAPER
HealthCare Global Enterprises Limited,HCG
Bharat Wire Ropes Limited,BHARATWIRE
INFIBEAM AVENUES LIMITED,INFIBEAM
RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL
NINtec Systems Limited,NINSYS
Thyrocare Technologies Limited,THYROCARE
Bajaj Healthcare Limited,BAJAJHCARE
Crompton Greaves Consumer Electricals Limited,CROMPTON
Pilani Investment And Industries Corporation Limited,PILANIINVS
Parag Milk Foods Limited,PARAGMILK
NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,NAGAFERT
Mahanagar Gas Limited,MGL
Quess Corp Limited,QUESS
DIGJAM LIMITED,DIGJAMLMTD
Commercial Syn Bags Limited,COMSYN
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG
LTIMindtree Limited,LTIM
Advanced Enzyme Technologies Limited,ADVENZYMES
Dilip Buildcon Limited,DBL
S.P. Apparels Limited,SPAL
Bigbloc Construction Limited,BIGBLOC
RBL Bank Limited,RBLBANK
BLS International Services Ltd,BLS
Sab Events & Governance Now Media Limited,SABEVENTS
TV VISION LIMITED,TVVISION
L&T Technology Services Limited,LTTS
G N A Axles Limited,GNA
Radhika Jeweltech Limited,RADHIKAJWE
ICICI Prudential Life Insurance Company Limited,ICICIPRULI
HPL Electric & Power Limited,HPL
Valiant Organics Limited,VALIANTORG
Endurance Technologies Limited,ENDURANCE
PNB Housing Finance Limited,PNBHOUSING
Varun Beverages Limited,VBL
Sheela Foam Limited,SFL
Aditya Vision Limited,AVL
Heads UP Ventures Limited,HEADSUP
TCI Express Limited,TCIEXP
Laurus Labs Limited,LAURUSLABS
TruCap Finance Limited,TRU
Pricol Limited,PRICOLLTD
JITF INFRALOGISTICS LIMITED,JITFINFRA
Music Broadcast Limited,RADIOCITY
Avenue Supermarts Limited,DMART
Sarthak Metals Limited,SMLT
Manomay Tex India Limited,MANOMAY
CL Educate Limited,CLEDUCATE
Shankara Building Products Limited,SHANKARA
S Chand And Company Limited,SCHAND
Housing &Urban Development Corporation Ltd.,HUDCO
PSP Projects Limited,PSPPROJECT
Star Cement Limited,STARCEMENT
Tejas Networks Limited,TEJASNET
Eris Lifesciences Limited,ERIS
GTPL Hathway Limited,GTPL
AU Small Finance Bank Limited,AUBANK
Salasar Techno Engineering Limited,SALASAR
Ganges Securities Ltd.,GANGESSECU
Palash Securities Limited,PALASHSECU
AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR
Magadh Sugar & Energy Limited,MAGADSUGAR
SIS LIMITED,SIS
Cochin Shipyard Limited,COCHINSHIP
SMS Lifesciences India Ltd,SMSLIFE
KIOCL Limited,KIOCL
Aditya Birla Capital Ltd,ABCAPITAL
Apex Frozen Foods Limited,APEX
Dixon Technologies (India) Limited,DIXON
Bharat Road Network Limited,BRNL
Dishman Carbogen Amcis Limited,DCAL
Lasa Supergenerics Limited,LASA
Matrimony.com Limited,MATRIMONY
Reliance Home Finance Limited,RHFL
Capacit'e Infraprojects Limited,CAPACITE
ICICI Lombard General Insurance Company Limited ,ICICIGI
SBI Life Insurance Company Limited,SBILIFE
Prataap Snacks Limited,DIAMONDYD
Share India Securities Limited,SHAREINDIA
IRIS Business Services Limited,IRIS
Godrej Agrovet Limited,GODREJAGRO
MAS Financial Services Limited,MASFIN
Indian Energy Exchange Limited,IEX
General Insurance Corporation of India,GICRE
SHEETAL COOL PRODUCTS LIMITED,SCPL
Tube Investments of India Ltd,TIINDIA
NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA
Mahindra Logistics Limited,MAHLOG
The New India Assurance Company Limited,NIACL
IFGL Refractories Limited,IFGLEXPOR
Khadim India Limited,KHADIM
5paisa Capital Limited,5PAISA
HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE
Diligent Media Corporation Limited,DNAMEDIA
Dynamic Cables Limited,DYCL
Shalby Limited,SHALBY
Astron Paper & Board Mill Limited,ASTRON
Apollo Micro Systems Limited,APOLLO
Newgen Software Technologies Limited,NEWGEN
Praxis Home Retail Limited ,PRAXIS
Amber Enterprises India Limited,AMBER
Ashoka Metcast Limited,ASHOKAMET
Galaxy Surfactants Limited,GALAXYSURF
MEDICO REMEDIES LIMITED,MEDICO
LORENZINI APPARELS LIMITED,LAL
Shiva Mills Limited,SHIVAMILLS
Aster DM Healthcare Limited,ASTERDM
H.G. Infra Engineering Limited,HGINFRA
Bharat Dynamics Limited,BDL
GOYAL ALUMINIUMS LIMITED,GOYALALUM
Bandhan Bank Limited,BANDHANBNK
Hindustan Aeronautics Limited,HAL
KBC GLOBAL LIMITED,KBCGLOBAL
Sandhar Technologies Limited,SANDHAR
YASHO INDUSTRIES LIMITED,YASHO
ICICI Securities Limited,ISEC
Mishra Dhatu Nigam Limited,MIDHANI
Orissa Bengal Carrier Limited,OBCL
Lemon Tree Hotels Limited,LEMONTREE
Chemfab Alkalis Ltd,CHEMFAB
HARDWYN INDIA LIMITED,HARDWYN
Orient Electric Limited,ORIENTELEC
Dhruv Consultancy Services Limited,DHRUV
Akshar Spintex Limited,AKSHAR
Indo US Bio-Tech Limited,INDOUS
IndoStar Capital Finance Limited,INDOSTAR
Megastar Foods Limited,MEGASTAR
ZIM Laboratories Limited,ZIMLAB
Affordable Robotic & Automation Limited,AFFORDABLE
Dollar Industries Limited,DOLLAR
NAKODA GROUP OF INDUSTRIES LIMITED,NGIL
Adani Green Energy Limited,ADANIGREEN
SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA
GAYATRI HIGHWAYS LTD,GAYAHWS
RITES Limited,RITES
Fine Organic Industries Limited,FINEORG
Varroc Engineering Limited,VARROC
HDFC Asset Management Company Limited,HDFCAMC
CreditAccess Grameen Ltd.,CREDITACC
Synergy Green Industries Limited,SGIL
IRCON International Ltd,IRCON
SKY GOLD LIMITED,SKYGOLD
Manorama Industries Limited,MANORAMA
AAVAS Financiers Limited,AAVAS
Garden Reach Shipbuilders & Engineers Limited,GRSE
AKI India Limited,AKI
ADANI TOTAL GAS LIMITED,ATGL
Techno Electric & Engineering Company Limited,TECHNOE
DALMIA BHARAT LIMITED,DALBHARAT
Nila Spaces Ltd,NILASPACES
Shankar Lal Rampal Dye-Chem Limited,SRD
Trejhara Solutions Limited,TREJHARA
Axita Cotton Limited,AXITA
KPI Green Energy Limited,KPIGREEN
RPSG VENTURES LIMITED,RPSGVENT
Spencer's Retail Limited,SPENCERS
Gloster Ltd,GLOSTERLTD
Xelpmoc Design and Tech Limited,XELPMOC
Ritco Logistics Limited,RITCO
Chalet Hotels Limited,CHALET
Anmol India Limited,ANMOL
The Anup Engineering Ltd,ANUP
Arvind Fashions Limited,ARVINDFASN
Aartech Solonics Limited,AARTECH
MSTC Limited,MSTCLTD
Rail Vikas Nigam Limited,RVNL
Metropolis Healthcare Limited,METROPOLIS
KPIT Technologies Ltd,KPITTECH
Polycab India Limited,POLYCAB
VIKAS LIFECARE LIMITED,VIKASLIFE
Neogen Chemicals Limited,NEOGEN
Prakash Pipes Limited,PPL
Digicontent Limited,DGCONTENT
SBC EXPORTS LIMITED,SBC
IndiaMART InterMESH Limited,INDIAMART
DCM NOUVELLE LIMITED,DCMNVL
Affle (India) Limited,AFFLE
Spandana Sphoorty Financial Limited,SPANDANA
STERLING AND WILSON RENEWABLE ENERGY LIMITED,SWSOLAR
360 ONE WAM LIMITED,360ONE
IIFL CAPITAL SERVICES LIMITED,IIFLCAPS
MUFIN GREEN FINANCE LIMITED,MUFIN
Gujarat Fluorochemicals Limited,FLUOROCHEM
Indian Railway Catering & Tourism Corporation Ltd,IRCTC
Gensol Engineering Limited,GENSOL
Vishwaraj Sugar Industries Limited,VISHWARAJ
Greenpanel Industries Limited,GREENPANEL
CSB Bank Limited,CSBBANK
Ujjivan Small Finance Bank Limited,UJJIVANSFB
Hindware Home Innovation Limited,HINDWAREAP
Prince Pipes and Fittings Limited,PRINCEPIPE
Artemis Medicare Services Limited,ARTEMISMED
SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM
UNIVERSUS PHOTO IMAGINGS LIMITED,UNIVPHOTO
SUVEN PHARMACEUTICALS LIMITED,SUVENPHAR
SBI CARDS AND PAYMENT SERVICES LIMITED,SBICARD
HITACHI ENERGY INDIA LIMITED,POWERINDIA
DJ Mediaprint & Logistics Limited,DJML
Aarti Surfactants Limited,AARTISURF
Borosil Limited,BOROLTD
ROSSARI BIOTECH LIMITED,ROSSARI
NDR Auto Components Limited,NDRAUTO
SURATWWALA BUSINESS GROUP LIMITED,SBGLP
Max Healthcare Institute Limited,MAXHEALTH
 Max India Limited,MAXIND
Happiest Minds Technologies Limited,HAPPSTMNDS
Route Mobile Limited,ROUTE
Archidply Decor Limited,ADL
Computer Age Management Services Limited,CAMS
Chemcon Speciality Chemicals Limited,CHEMCON
Secmark Consultancy Limited,SECMARK
ANGEL ONE LIMITED,ANGELONE
Atam Valves Limited,ATAM
Mazagon Dock Shipbuilders Limited,MAZDOCK
UTI Asset Management Company Limited,UTIAMC
Likhitha Infrastructure Limited,LIKHITHA
Hemisphere Properties India Limited,HEMIPROP
Equitas Small Finance Bank Limited,EQUITASBNK
 Gland Pharma Limited,GLAND
Restaurant Brands Asia Limited,RBA
TARC LIMITED,TARC
Ravinder Heights Limited,RVHL
Fairchem Organics Limited,FAIRCHEMOR
Mrs. Bectors Food Specialities Limited,BECTORFOOD
Antony Waste Handling Cell Limited,AWHCL
Indian Railway Finance Corporation,IRFC
Indigo Paints Limited,INDIGOPNTS
Home First Finance Company India Limited,HOMEFIRST
STOVE KRAFT LIMITED,STOVEKRAFT
SMC Global Securities Limited,SMCGLOBAL
Nureca Limited,NURECA
RailTel Corporation of India Limited,RAILTEL
Heranba Industries Limited,HERANBA
Davangere Sugar Company Limited,DAVANGERE
DRC Systems India Limited,DRCSYSTEMS
MTAR Technologies Limited,MTARTECH
Jubilant Ingrevia Limited,JUBLINGREA
Easy Trip Planners Limited,EASEMYTRIP
Knowledge Marine & Engineering Works Limited,KMEW
Anupam Rasayan India Limited,ANURAS
Craftsman Automation Limited,CRAFTSMAN
Laxmi Organic Industries Limited,LXCHEM
Kalyan Jewellers India Limited,KALYANKJIL
Suryoday Small Finance Bank Limited,SURYODAY
Nazara Technologies Limited,NAZARA
Suvidhaa Infoserve Limited,SUVIDHAA
BARBEQUE-NATION HOSPITALITY LIMITED,BARBEQUE
Macrotech Developers Limited,LODHA
Deep Industries Limited,DEEPINDS
Inox Wind Energy Limited,IWEL
Vineet Laboratories Limited,VINEETLAB
Shyam Metalics and Energy Limited,SHYAMMETL
Sona BLW Precision Forgings Limited,SONACOMS
Dodla Dairy Limited,DODLA
Krishna Institute of Medical Sciences Limited,KIMS
India Pesticides Limited,IPL
Focus Business Solution Limited,FOCUS
G R Infraprojects Limited,GRINFRA
Clean Science and Technology Limited,CLEAN
Zomato Limited,ZOMATO
Tatva Chintan Pharma Chem Limited,TATVA
ALIVUS LIFE SCIENCES LIMITED,ALIVUS
Rolex Rings Limited,ROLEXRINGS
Exxaro Tiles Limited,EXXARO
Krsnaa Diagnostics Limited,KRSNAA
Windlas Biotech Limited,WINDLAS
Devyani International Limited,DEVYANI
Meghmani Organics Limited,MOL
Epigral Limited,EPIGRAL
CarTrade Tech Limited,CARTRADE
Nuvoco Vistas Corporation Limited,NUVOCO
Aptus Value Housing Finance India Limited,APTUS
Chemplast Sanmar Limited,CHEMPLASTS
Ami Organics Limited,AMIORG
Vijaya Diagnostic Centre Limited,VIJAYA
Sansera Engineering Limited,SANSERA
Paras Defence and Space Technologies Limited,PARAS
Aditya Birla Sun Life AMC Limited,ABSLAMC
FSN E-Commerce Ventures Limited,NYKAA
Fino Payments Bank Limited,FINOPB
S.J.S. Enterprises Limited,SJS
Sigachi Industries Limited,SIGACHI
PB Fintech Limited,POLICYBZR
One 97 Communications Limited,PAYTM
Sapphire Foods India Limited,SAPPHIRE
Latent View Analytics Limited,LATENTVIEW
Tarsons Products Limited,TARSONS
Go Fashion (India) Limited,GOCOLORS
HI-TECH PIPES LIMITED,HITECH
Star Health and Allied Insurance Company Limited,STARHEALTH
Tega Industries Limited,TEGA
Anand Rathi Wealth Limited,ANANDRATHI
Zodiac Energy Limited,ZODIAC
RateGain Travel Technologies Limited,RATEGAIN
Shriram Properties Limited,SHRIRAMPPS
Jet Freight Logistics Limited,JETFREIGHT
C.E. Info Systems Limited,MAPMYINDIA
Metro Brands Limited,METROBRAND
Medplus Health Services Limited,MEDPLUS
Data Patterns (India) Limited,DATAPATTNS
HP Adhesives Limited,HPAL
Supriya Lifescience Limited,SUPRIYA
CMS Info Systems Limited,CMSINFO
Brand Concepts Limited,BCONCEPTS
WONDER ELECTRICALS LIMITED,WEL
AGS TRANSACT TECHNOLOGIES LIMITED,AGSTRA
Adani Wilmar Limited,AWL
DEV INFORMATION TECHNOLOGY LIMITED,DEVIT
Vedant Fashions Limited,MANYAVAR
SoftTech Engineers Limited,SOFTTECH
Eureka Forbes Limited,EUREKAFORB
Gateway Distriparks Limited,GATEWAY
GMR Power and Urban Infra Limited,GMRP&UI
Motherson Sumi Wiring India Limited,MSUMI
Avro India Limited,AVROIND
Uma Exports Limited,UMAEXPORTS
Veranda Learning Solutions Limited,VERANDA
Hariom Pipe Industries Limited,HARIOMPIPE
Campus Activewear Limited,CAMPUS
Rainbow Children's Medicare Limited,RAINBOW
Silver Touch Technologies Limited,SILVERTUC
LIFE INSURANCE CORPORATION OF INDIA,LICI
Prudent Corporate Advisory Services Limited,PRUDENT
Venus Pipes & Tubes Limited,VENUSPIPES
Delhivery Limited,DELHIVERY
Paradeep Phosphates Limited,PARADEEP
ETHOS LIMITED,ETHOSLTD
eMudhra Limited,EMUDHRA
Aether Industries Limited,AETHER
We Win Limited,WEWIN
DDEV PLASTIKS INDUSTRIES LIMITED,DDEVPLSTIK
Syrma SGS Technology Limited,SYRMA
DREAMFOLKS SERVICES LIMITED,DREAMFOLKS
Dhampur Bio Organics Limited,DBOL
Tamilnad Mercantile Bank Limited,TMB
Ksolves India Limited,KSOLVES
Harsha Engineers International Limited,HARSHA
Tips Films Limited,TIPSFILMS
Electronics Mart India Limited,EMIL
PIRAMAL PHARMA LIMITED,PPLPHARMA
Dc Infotech and Communication Limited,DCI
Tracxn Technologies Limited,TRACXN
Narmada Agrobase Limited,NARMADA
InfoBeans Technologies Limited,INFOBEAN
HINDPRAKASH INDUSTRIES LIMITED,HPIL
DCX Systems Limited,DCXINDIA
FUSION FINANCE LIMITED,FUSION
Bikaji Foods International Limited,BIKAJI
Global Health Limited,MEDANTA
Archean Chemical Industries Limited,ACI
Five-Star Business Finance Ltd.,FIVESTAR
KAYNES TECHNOLOGY INDIA LIMITED,KAYNES
INOX GREEN ENERGY SERVICES LIMITED,INOXGREEN
B&B Triplewall Containers Limited,BBTCL
Keystone Realtors Limited,RUSTOMJEE
VINNY OVERSEAS LIMITED,VINNY
AAA TECHNOLOGIES LIMITED,AAATECH
Sirca Paints India Limited,SIRCA
Dharmaj Crop Guard Limited,DHARMAJ
Sarveshwar Foods Limited,SARVESHWAR
Uniparts India Limited,UNIPARTS
Sula Vineyards Limited,SULA
Abans Holdings Limited,AHL
LANDMARK CARS LIMITED,LANDMARK
Indiabulls Enterprises Limited,IEL
KFin Technologies Limited,KFINTECH
Elin Electronics Limited,ELIN
Radiant Cash Management Services Limited,RADIANTCMS
Sah Polymers Limited,SAH
Kamdhenu Ventures Limited,KAMOPAINTS
Aarti Pharmalabs Limited,AARTIPHARM
BODHI TREE MULTIMEDIA LIMITED,BTML
NMDC Steel Limited,NSLNISP
AIRAN LIMITED,AIRAN
DIVGI TORQTRANSFER SYSTEMS LIMITED,DIVGIITTS
Global Surfaces Limited,GSLSU
Udayshivakumar infra Limited,USK
Avalon Technologies Limited,AVALON
BEML Land Assets Limited,BLAL
ROBUST HOTELS LIMITED,RHL
Mankind Pharma Limited,MANKIND
AVG Logistics Limited,AVG
Atal Realtech Limited,ATALREAL
Power & Instrumentation (Gujarat) Limited,PIGL
Pavna Industries Limited,PAVNAIND
SIGMA SOLVE LIMITED,SIGMA
GHCL Textiles Limited,GHCLTEXTIL
M.K.Proteins Limited,MKPL
IKIO Lighting Limited,IKIO
HMA Agro Industries Limited,HMAAGRO
Uravi Defence and Technology Limited,URAVIDEF
IDEAFORGE TECHNOLOGY LIMITED,IDEAFORGE
Cyient DLM Limited,CYIENTDLM
Senco Gold Limited,SENCO
Jio Financial Services Limited,JIOFIN
UTKARSH SMALL FINANCE BANK LIMITED,UTKARSHBNK
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,YATHARTH
NIIT Learning Systems Limited,NIITMTS
Allcargo Terminals Limited,ATL
Transindia Real Estate Limited,TREL
REDTAPE Limited,REDTAPE
VL E-Governance & IT Solutions Limited,VLEGOV
SBFC Finance Limited,SBFC
Concord Biotech Limited,CONCORDBIO
D.P. WIRES LIMITED,DPWIRES
TVS Supply Chain Solutions Limited,TVSSCS
Pyramid Technoplast Limited,PYRAMID
Aeroflex Industries Limited,AEROFLEX
VISHNU PRAKASH R PUNGLIA LIMITED,VPRPL
Rishabh Instruments Limited,RISHABH
Ratnaveer Precision Engineering Limited,RATNAVEER
Jupiter Life Line Hospitals Limited,JLHL
R R KABEL LIMITED,RRKABEL
EMS LIMITED,EMSLIMITED
Samhi Hotels Limited,SAMHI
ZAGGLE PREPAID OCEAN SERVICES LIMITED,ZAGGLE
South West Pinnacle Exploration Limited,SOUTHWEST
Nuvama Wealth Management Limited,NUVAMA
Sai Silks (Kalamandir) Limited,KALAMANDIR
SIGNATUREGLOBAL (INDIA) LIMITED,SIGNATURE
YATRA ONLINE LIMITED,YATRA
JSW Infrastructure Limited,JSWINFRA
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,MVGJL
Updater Services Limited,UDS
Valiant Laboratories Limited,VALIANTLAB
Plaza Wires Limited,PLAZACABLE
IRM ENERGY LIMITED,IRMENERGY
Max Estates Limited,MAXESTATES
Blue Jet Healthcare Limited,BLUEJET
Cello World Limited,CELLO
Honasa Consumer Limited,HONASA
ESAF Small Finance Bank Ltd,ESAFSFB
Protean eGov Technologies Limited,PROTEAN
ASK Automotive Limited,ASKAUTOLTD
Kalyani Cast-Tech Limited,KALYANI
Indian Renewable Energy Development Agency Limited,IREDA
Fedbank Financial Services Limited,FEDFINA
Tata Technologies Limited,TATATECH
Gandhar Oil Refinery (India) Limited,GANDHAR
Flair Writing Industries Limited,FLAIR
Bajel Projects Limited,BAJEL
India Shelter Finance Corporation Limited,INDIASHLTR
DOMS Industries Limited,DOMS
INOX India Limited,INOXINDIA
Motisons Jewellers Limited,MOTISONS
Suraj Estate Developers Limited,SURAJEST
Muthoot Microfin Limited,MUTHOOTMF
Happy Forgings Limited,HAPPYFORGE
Credo Brands Marketing Limited,MUFTI
RBZ Jewellers Limited,RBZJEWEL
Azad Engineering Limited,AZAD
SUNDARAM-CLAYTON LIMITED,SUNCLAY
INNOVA CAPTAB LIMITED,INNOVACAP
DIGIDRIVE DISTRIBUTORS LIMITED,DIGIDRIVE
Jyoti CNC Automation Limited,JYOTICNC
Medi Assist Healthcare Services Limited,MEDIASSIST
EPACK Durable Limited,EPACK
Nova Agritech Limited,NOVAAGRI
BLS E-Services Limited,BLSE
Apeejay Surrendra Park Hotels Limited,PARKHOTELS
Signpost India Limited,SIGNPOST
JANA SMALL FINANCE BANK LIMITED,JSFB
Rashi Peripherals Limited,RPTECH
Capital Small Finance Bank Ltd,CAPITALSFB
Entero Healthcare Solutions Limited,ENTERO
VIBHOR STEEL TUBES LIMITED,VSTL
Juniper Hotels Limited,JUNIPER
GPT Healthcare Limited,GPTHEALTH
EXICOM TELE-SYSTEMS LIMITED,EXICOM
Platinum Industries Limited,PLATIND
Mukka Proteins Limited,MUKKA
R K Swamy Limited,RKSWAMY
J.G.Chemicals Limited,JGCHEM
Gopal Snacks Limited,GOPAL
Shipping Corporation of India Land and Assets Limited,SCILAL
Popular Vehicles and Services Limited,PVSL
KRYSTAL INTEGRATED SERVICES LIMITED,KRYSTAL
SRM CONTRACTORS LIMITED,SRM
D P ABHUSHAN LIMITED,DPABHUSHAN
Bharti Hexacom Limited,BHARTIHEXA
JNK India Limited,JNKINDIA
Indegene Limited,INDGN
TBO TEK LIMITED,TBOTEK
Aadhar Housing Finance Limited,AADHARHFC
Go Digit General Insurance Limited,GODIGIT
Awfis Space Solutions Limited,AWFIS
Borosil Scientific Limited,BOROSCI
KRONOX LAB SCIENCES LIMITED,KRONOX
Le Travenues Technology Limited,IXIGO
JHS SVENDGAARD RETAIL VENTURES LIMITED,RETAIL
DEE DEVELOPMENT ENGINEERS LIMITED,DEEDEV
Akme Fintrade (India) Limited,AFIL
STANLEY LIFESTYLES LIMITED,STANLEY
Allied Blenders and Distillers Limited,ABDL
VRAJ IRON AND STEEL LIMITED,VRAJ
Reliable Data Services Limited,RELIABLE
Bansal Wire Industries Limited,BANSALWIRE
Emcure Pharmaceuticals Limited,EMCURE
SANSTAR LIMITED,SANSTAR
Akums Drugs and Pharmaceuticals Limited,AKUMS
Ceigall India Limited,CEIGALL
Ola Electric Mobility Limited,OLAELEC
Brainbees Solutions Limited,FIRSTCRY
UNICOMMERCE ESOLUTIONS LIMITED,UNIECOM
SARASWATI SAREE DEPOT LIMITED,SSDL
Interarch Building Products Limited,INTERARCH
Mahalaxmi Fabric Mills Limited,MFML
Globale Tessile Limited,GLOBALE
Orient Technologies Limited,ORIENTTECH
Premier Energies Limited,PREMIERENE
ECOS (India) Mobility & Hospitality Limited,ECOSMOBLTY
Raymond Lifestyle Limited,RAYMONDLSL
Baazar Style Retail Limited,STYLEBAAZA
Gala Precision Engineering Limited,GALAPREC
Revathi Equipment India Limited,RVTH
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,BALAJEE
Sanofi Consumer Healthcare India Limited,SANOFICONR
Bajaj Housing Finance Limited,BAJAJHFL
Kross Limited,KROSS
Tolins Tyres Limited,TOLINS
P N GADGIL JEWELLERS LIMITED,PNGJL
Western Carriers (India) Limited,WCIL
Northern Arc Capital Ltd.,NORTHARC
ARKADE DEVELOPERS LIMITED,ARKADE
Manba Finance Limited,MANBA
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,KRN
Diffusion Engineers Limited,DIFFNKG
Garuda Construction and Engineering Limited,GARUDA
MANGALAM GLOBAL ENTERPRISE LIMITED,MGEL
HYUNDAI MOTOR INDIA LIMITED,HYUNDAI
Deepak Builders and Engineers India Limited,DBEIL
Waaree Energies Limited,WAAREEENER
OCCL Limited,OCCLLTD
Godavari Biorefineries Limited,GODAVARIB
Afcons Infrastructure Limited,AFCONS
A B INFRABUILD LIMITED,ABINFRA
Sagility India Limited,SAGILITY
ACME Solar Holdings Limited,ACMESOLAR
SWIGGY LIMITED,SWIGGY
NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,NIVABUPA
ZINKA LOGISTICS SOLUTIONS LIMITED,BLACKBUCK
NTPC GREEN ENERGY LIMITED,NTPCGREEN
ENVIRO INFRA ENGINEERS LIMITED,EIEL
Onesource Specialty Pharma Limited,ONESOURCE
SURAKSHA DIAGNOSTIC LIMITED,SURAKSHA
Rossell Techsys Limited,ROSSTECH
Odigma Consultancy Solutions Limited,ODIGMA
Innovana Thinklabs Limited,INNOVANA
One Mobikwik Systems Limited,MOBIKWIK
Sai Life Sciences Limited,SAILIFE
Vishal Mega Mart Limited,VMM
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,IKS
International Gemmological Institute India Limited,IGIL
Sanathan Textiles Limited,SANATHAN
Concord Enviro Systems Limited,CEWATER
DAM Capital Advisors Limited,DAMCAPITAL
Transrail Lighting Limited,TRANSRAILL
MAMATA MACHINERY LIMITED,MAMATA
SENORES PHARMACEUTICALS LIMITED,SENORES
CARRARO INDIA LIMITED,CARRARO
Ventive Hospitality Limited,VENTIVE
Unimech Aerospace and Manufacturing Limited,UNIMECH
ITC Hotels Limited,ITCHOTELS
INDO FARM EQUIPMENT LIMITED,INDOFARM
STANDARD GLASS LINING TECHNOLOGY LIMITED,SGLTL
Quadrant Future Tek Limited,QUADFUTURE
Laxmi Dental Limited,LAXMIDENTL
Stallion India Fluorochemicals Limited,STALLION
SHRIRAM PISTONS & RINGS LTD,SHRIPISTON
Denta Water and Infra Solutions Limited,DENTA
Dr. Agarwal's Health Care Limited,AGARWALEYE
Jubilant Agri and Consumer Products Limited,JUBLCPL
AJAX Engineering Limited,AJAXENGG
Hexaware Technologies Limited,HEXT
Indef Manufacturing Limited,BAJAJINDEF
Future Enterprises Limited,FELDVR
Jain Irrigation Systems Ltd.,JISLDVREQS
GACM Technologies Limited,GATECHDVR
Karur Vysya Bank Ltd.,KARURVYSYA
VEEDOL CORPORATION LIMITED,VEEDOL
Amrutanjan Health Care Limited,AMRUTANJAN
Xpro India Ltd.,XPROINDIA
Hisar Metal Industries Ltd.,HISARMETAL
Bharat Rasayan Limited,BHARATRAS
